h;d;av;author;year;manuscript;experiment;d_type;jod_type;stim_type;att_type;vpnr;value;stim_id;Beding;unique_id;id
2;24;jof;Winkler;2009;1;2;total;total;word;high;69;2,00;NA;NA;Winkler 2009 1 2 69;721
2;24;jof;Winkler;2009;1;2;total;total;word;high;70;2,00;NA;NA;Winkler 2009 1 2 70;723
2;24;jof;Winkler;2009;1;2;total;total;word;high;71;4,00;NA;NA;Winkler 2009 1 2 71;724
2;24;jof;Winkler;2009;1;2;total;total;word;high;72;7,00;NA;NA;Winkler 2009 1 2 72;725
2;24;jof;Winkler;2009;1;2;total;total;word;high;73;2,00;NA;NA;Winkler 2009 1 2 73;726
2;24;jof;Winkler;2009;1;2;total;total;word;high;74;2,00;NA;NA;Winkler 2009 1 2 74;727
2;24;jof;Winkler;2009;1;2;total;total;word;high;75;4,00;NA;NA;Winkler 2009 1 2 75;728
2;24;jof;Winkler;2009;1;2;total;total;word;high;76;8,00;NA;NA;Winkler 2009 1 2 76;729
2;24;jof;Winkler;2009;1;2;total;total;word;high;77;2,00;NA;NA;Winkler 2009 1 2 77;730
2;24;jof;Winkler;2009;1;2;total;total;word;high;78;4,00;NA;NA;Winkler 2009 1 2 78;731
2;24;jof;Winkler;2009;1;2;total;total;word;high;79;3,00;NA;NA;Winkler 2009 1 2 79;732
2;24;jof;Winkler;2009;1;2;total;total;word;high;80;2,00;NA;NA;Winkler 2009 1 2 80;734
2;24;jof;Winkler;2009;1;2;total;total;word;high;81;2,00;NA;NA;Winkler 2009 1 2 81;735
2;24;jof;Winkler;2009;1;2;total;total;word;high;82;4,00;NA;NA;Winkler 2009 1 2 82;736
2;24;jof;Winkler;2009;1;2;total;total;word;high;83;2,00;NA;NA;Winkler 2009 1 2 83;737
2;24;jof;Winkler;2009;1;2;total;total;word;high;84;3,00;NA;NA;Winkler 2009 1 2 84;738
2;24;jof;Winkler;2009;1;2;total;total;word;high;85;2,00;NA;NA;Winkler 2009 1 2 85;739
2;24;jof;Winkler;2009;1;2;total;total;word;high;86;7,00;NA;NA;Winkler 2009 1 2 86;740
2;24;jof;Winkler;2009;1;2;total;total;word;high;87;2,00;NA;NA;Winkler 2009 1 2 87;741
2;24;jof;Winkler;2009;1;2;total;total;word;high;88;4,00;NA;NA;Winkler 2009 1 2 88;742
2;24;jof;Winkler;2009;1;2;total;total;word;high;89;6,00;NA;NA;Winkler 2009 1 2 89;743
2;24;jof;Winkler;2009;1;2;total;total;word;high;90;8,00;NA;NA;Winkler 2009 1 2 90;745
4;8;jof;Winkler;2009;1;2;total;total;word;low;1;4,00;NA;NA;Winkler 2009 1 2 1;656
4;8;jof;Winkler;2009;1;2;total;total;word;low;2;3,75;NA;NA;Winkler 2009 1 2 2;667
4;8;jof;Winkler;2009;1;2;total;total;word;low;3;4,00;NA;NA;Winkler 2009 1 2 3;678
4;8;jof;Winkler;2009;1;2;total;total;word;low;4;5,00;NA;NA;Winkler 2009 1 2 4;689
4;8;jof;Winkler;2009;1;2;total;total;word;low;5;4,00;NA;NA;Winkler 2009 1 2 5;700
4;8;jof;Winkler;2009;1;2;total;total;word;low;6;4,75;NA;NA;Winkler 2009 1 2 6;711
4;8;jof;Winkler;2009;1;2;total;total;word;low;7;3,25;NA;NA;Winkler 2009 1 2 7;722
4;8;jof;Winkler;2009;1;2;total;total;word;low;8;5,75;NA;NA;Winkler 2009 1 2 8;733
4;8;jof;Winkler;2009;1;2;total;total;word;low;9;4,25;NA;NA;Winkler 2009 1 2 9;744
4;8;jof;Winkler;2009;1;2;total;total;word;low;10;3,50;NA;NA;Winkler 2009 1 2 10;657
4;8;jof;Winkler;2009;1;2;total;total;word;low;11;2,75;NA;NA;Winkler 2009 1 2 11;658
4;8;jof;Winkler;2009;1;2;total;total;word;low;12;4,50;NA;NA;Winkler 2009 1 2 12;659
4;8;jof;Winkler;2009;1;2;total;total;word;low;13;4,00;NA;NA;Winkler 2009 1 2 13;660
4;8;jof;Winkler;2009;1;2;total;total;word;low;14;5,00;NA;NA;Winkler 2009 1 2 14;661
4;8;jof;Winkler;2009;1;2;total;total;word;low;15;4,50;NA;NA;Winkler 2009 1 2 15;662
4;8;jof;Winkler;2009;1;2;total;total;word;low;16;4,00;NA;NA;Winkler 2009 1 2 16;663
4;8;jof;Winkler;2009;1;2;total;total;word;low;17;4,50;NA;NA;Winkler 2009 1 2 17;664
4;8;jof;Winkler;2009;1;2;total;total;word;low;18;5,25;NA;NA;Winkler 2009 1 2 18;665
4;8;jof;Winkler;2009;1;2;total;total;word;low;19;6,00;NA;NA;Winkler 2009 1 2 19;666
4;8;jof;Winkler;2009;1;2;total;total;word;low;20;4,75;NA;NA;Winkler 2009 1 2 20;668
4;8;jof;Winkler;2009;1;2;total;total;word;low;21;4,25;NA;NA;Winkler 2009 1 2 21;669
4;8;jof;Winkler;2009;1;2;total;total;word;low;22;4,00;NA;NA;Winkler 2009 1 2 22;670
4;8;jof;Winkler;2009;1;2;total;total;word;low;23;4,75;NA;NA;Winkler 2009 1 2 23;671
4;8;jof;Winkler;2009;1;2;total;total;word;low;24;4,75;NA;NA;Winkler 2009 1 2 24;672
4;8;jof;Winkler;2009;1;2;total;total;word;low;25;4,00;NA;NA;Winkler 2009 1 2 25;673
4;8;jof;Winkler;2009;1;2;total;total;word;low;26;4,25;NA;NA;Winkler 2009 1 2 26;674
4;8;jof;Winkler;2009;1;2;total;total;word;low;27;3,25;NA;NA;Winkler 2009 1 2 27;675
4;8;jof;Winkler;2009;1;2;total;total;word;low;28;2,50;NA;NA;Winkler 2009 1 2 28;676
4;8;jof;Winkler;2009;1;2;total;total;word;low;29;4,00;NA;NA;Winkler 2009 1 2 29;677
4;8;jof;Winkler;2009;1;2;total;total;word;low;30;3,75;NA;NA;Winkler 2009 1 2 30;679
4;8;jof;Winkler;2009;1;2;total;total;word;low;31;4,00;NA;NA;Winkler 2009 1 2 31;680
4;8;jof;Winkler;2009;1;2;total;total;word;low;32;4,25;NA;NA;Winkler 2009 1 2 32;681
4;8;jof;Winkler;2009;1;2;total;total;word;low;33;3,25;NA;NA;Winkler 2009 1 2 33;682
4;8;jof;Winkler;2009;1;2;total;total;word;low;34;3,75;NA;NA;Winkler 2009 1 2 34;683
4;8;jof;Winkler;2009;1;2;total;total;word;low;35;3,75;NA;NA;Winkler 2009 1 2 35;684
4;8;jof;Winkler;2009;1;2;total;total;word;low;36;2,75;NA;NA;Winkler 2009 1 2 36;685
4;8;jof;Winkler;2009;1;2;total;total;word;low;37;6,25;NA;NA;Winkler 2009 1 2 37;686
4;8;jof;Winkler;2009;1;2;total;total;word;low;38;3,00;NA;NA;Winkler 2009 1 2 38;687
4;8;jof;Winkler;2009;1;2;total;total;word;low;39;5,25;NA;NA;Winkler 2009 1 2 39;688
4;8;jof;Winkler;2009;1;2;total;total;word;low;40;4,00;NA;NA;Winkler 2009 1 2 40;690
4;8;jof;Winkler;2009;1;2;total;total;word;low;41;3,75;NA;NA;Winkler 2009 1 2 41;691
4;8;jof;Winkler;2009;1;2;total;total;word;low;42;2,75;NA;NA;Winkler 2009 1 2 42;692
4;8;jof;Winkler;2009;1;2;total;total;word;high;43;6,00;NA;NA;Winkler 2009 1 2 43;693
4;8;jof;Winkler;2009;1;2;total;total;word;high;44;4,00;NA;NA;Winkler 2009 1 2 44;694
4;8;jof;Winkler;2009;1;2;total;total;word;high;45;4,00;NA;NA;Winkler 2009 1 2 45;695
4;8;jof;Winkler;2009;1;2;total;total;word;high;46;4,00;NA;NA;Winkler 2009 1 2 46;696
4;8;jof;Winkler;2009;1;2;total;total;word;high;47;4,00;NA;NA;Winkler 2009 1 2 47;697
4;8;jof;Winkler;2009;1;2;total;total;word;high;48;5,00;NA;NA;Winkler 2009 1 2 48;698
4;8;jof;Winkler;2009;1;2;total;total;word;high;49;2,00;NA;NA;Winkler 2009 1 2 49;699
4;8;jof;Winkler;2009;1;2;total;total;word;high;50;8,00;NA;NA;Winkler 2009 1 2 50;701
4;8;jof;Winkler;2009;1;2;total;total;word;high;51;4,00;NA;NA;Winkler 2009 1 2 51;702
4;8;jof;Winkler;2009;1;2;total;total;word;high;52;5,00;NA;NA;Winkler 2009 1 2 52;703
4;8;jof;Winkler;2009;1;2;total;total;word;high;53;4,00;NA;NA;Winkler 2009 1 2 53;704
4;8;jof;Winkler;2009;1;2;total;total;word;high;54;5,00;NA;NA;Winkler 2009 1 2 54;705
4;8;jof;Winkler;2009;1;2;total;total;word;high;55;6,00;NA;NA;Winkler 2009 1 2 55;706
4;8;jof;Winkler;2009;1;2;total;total;word;high;56;5,00;NA;NA;Winkler 2009 1 2 56;707
4;8;jof;Winkler;2009;1;2;total;total;word;high;57;4,00;NA;NA;Winkler 2009 1 2 57;708
4;8;jof;Winkler;2009;1;2;total;total;word;high;58;6,00;NA;NA;Winkler 2009 1 2 58;709
4;8;jof;Winkler;2009;1;2;total;total;word;high;59;4,00;NA;NA;Winkler 2009 1 2 59;710
4;8;jof;Winkler;2009;1;2;total;total;word;high;60;6,00;NA;NA;Winkler 2009 1 2 60;712
4;8;jof;Winkler;2009;1;2;total;total;word;high;61;2,00;NA;NA;Winkler 2009 1 2 61;713
4;8;jof;Winkler;2009;1;2;total;total;word;high;62;5,00;NA;NA;Winkler 2009 1 2 62;714
4;8;jof;Winkler;2009;1;2;total;total;word;high;63;4,00;NA;NA;Winkler 2009 1 2 63;715
4;8;jof;Winkler;2009;1;2;total;total;word;high;64;4,00;NA;NA;Winkler 2009 1 2 64;716
4;8;jof;Winkler;2009;1;2;total;total;word;high;65;4,00;NA;NA;Winkler 2009 1 2 65;717
4;8;jof;Winkler;2009;1;2;total;total;word;high;66;4,00;NA;NA;Winkler 2009 1 2 66;718
4;8;jof;Winkler;2009;1;2;total;total;word;high;67;4,00;NA;NA;Winkler 2009 1 2 67;719
4;8;jof;Winkler;2009;1;2;total;total;word;high;68;5,00;NA;NA;Winkler 2009 1 2 68;720
4;8;jof;Winkler;2009;1;2;total;total;word;high;69;5,00;NA;NA;Winkler 2009 1 2 69;721
4;8;jof;Winkler;2009;1;2;total;total;word;high;70;5,00;NA;NA;Winkler 2009 1 2 70;723
4;8;jof;Winkler;2009;1;2;total;total;word;high;71;3,00;NA;NA;Winkler 2009 1 2 71;724
4;8;jof;Winkler;2009;1;2;total;total;word;high;72;6,00;NA;NA;Winkler 2009 1 2 72;725
4;8;jof;Winkler;2009;1;2;total;total;word;high;73;3,00;NA;NA;Winkler 2009 1 2 73;726
4;8;jof;Winkler;2009;1;2;total;total;word;high;74;5,00;NA;NA;Winkler 2009 1 2 74;727
4;8;jof;Winkler;2009;1;2;total;total;word;high;75;5,00;NA;NA;Winkler 2009 1 2 75;728
4;8;jof;Winkler;2009;1;2;total;total;word;high;76;4,00;NA;NA;Winkler 2009 1 2 76;729
4;8;jof;Winkler;2009;1;2;total;total;word;high;77;5,00;NA;NA;Winkler 2009 1 2 77;730
4;8;jof;Winkler;2009;1;2;total;total;word;high;78;4,00;NA;NA;Winkler 2009 1 2 78;731
4;8;jof;Winkler;2009;1;2;total;total;word;high;79;3,00;NA;NA;Winkler 2009 1 2 79;732
4;8;jof;Winkler;2009;1;2;total;total;word;high;80;5,00;NA;NA;Winkler 2009 1 2 80;734
4;8;jof;Winkler;2009;1;2;total;total;word;high;81;5,00;NA;NA;Winkler 2009 1 2 81;735
4;8;jof;Winkler;2009;1;2;total;total;word;high;82;5,00;NA;NA;Winkler 2009 1 2 82;736
4;8;jof;Winkler;2009;1;2;total;total;word;high;83;4,00;NA;NA;Winkler 2009 1 2 83;737
4;8;jof;Winkler;2009;1;2;total;total;word;high;84;8,00;NA;NA;Winkler 2009 1 2 84;738
4;8;jof;Winkler;2009;1;2;total;total;word;high;85;3,00;NA;NA;Winkler 2009 1 2 85;739
4;8;jof;Winkler;2009;1;2;total;total;word;high;86;4,00;NA;NA;Winkler 2009 1 2 86;740
4;8;jof;Winkler;2009;1;2;total;total;word;high;87;6,00;NA;NA;Winkler 2009 1 2 87;741
4;8;jof;Winkler;2009;1;2;total;total;word;high;88;2,00;NA;NA;Winkler 2009 1 2 88;742
4;8;jof;Winkler;2009;1;2;total;total;word;high;89;6,00;NA;NA;Winkler 2009 1 2 89;743
4;8;jof;Winkler;2009;1;2;total;total;word;high;90;5,00;NA;NA;Winkler 2009 1 2 90;745
4;16;jof;Winkler;2009;1;2;total;total;word;low;1;4,50;NA;NA;Winkler 2009 1 2 1;656
4;16;jof;Winkler;2009;1;2;total;total;word;low;2;4,00;NA;NA;Winkler 2009 1 2 2;667
4;16;jof;Winkler;2009;1;2;total;total;word;low;3;4,00;NA;NA;Winkler 2009 1 2 3;678
4;16;jof;Winkler;2009;1;2;total;total;word;low;4;3,75;NA;NA;Winkler 2009 1 2 4;689
4;16;jof;Winkler;2009;1;2;total;total;word;low;5;6,00;NA;NA;Winkler 2009 1 2 5;700
4;16;jof;Winkler;2009;1;2;total;total;word;low;6;4,50;NA;NA;Winkler 2009 1 2 6;711
4;16;jof;Winkler;2009;1;2;total;total;word;low;7;3,00;NA;NA;Winkler 2009 1 2 7;722
4;16;jof;Winkler;2009;1;2;total;total;word;low;8;5,25;NA;NA;Winkler 2009 1 2 8;733
4;16;jof;Winkler;2009;1;2;total;total;word;low;9;4,50;NA;NA;Winkler 2009 1 2 9;744
4;16;jof;Winkler;2009;1;2;total;total;word;low;10;4,00;NA;NA;Winkler 2009 1 2 10;657
4;16;jof;Winkler;2009;1;2;total;total;word;low;11;4,50;NA;NA;Winkler 2009 1 2 11;658
4;16;jof;Winkler;2009;1;2;total;total;word;low;12;4,50;NA;NA;Winkler 2009 1 2 12;659
4;16;jof;Winkler;2009;1;2;total;total;word;low;13;4,00;NA;NA;Winkler 2009 1 2 13;660
4;16;jof;Winkler;2009;1;2;total;total;word;low;14;3,50;NA;NA;Winkler 2009 1 2 14;661
4;16;jof;Winkler;2009;1;2;total;total;word;low;15;3,25;NA;NA;Winkler 2009 1 2 15;662
4;16;jof;Winkler;2009;1;2;total;total;word;low;16;4,50;NA;NA;Winkler 2009 1 2 16;663
4;16;jof;Winkler;2009;1;2;total;total;word;low;17;4,00;NA;NA;Winkler 2009 1 2 17;664
4;16;jof;Winkler;2009;1;2;total;total;word;low;18;4,00;NA;NA;Winkler 2009 1 2 18;665
4;16;jof;Winkler;2009;1;2;total;total;word;low;19;6,00;NA;NA;Winkler 2009 1 2 19;666
4;16;jof;Winkler;2009;1;2;total;total;word;low;20;4,75;NA;NA;Winkler 2009 1 2 20;668
4;16;jof;Winkler;2009;1;2;total;total;word;low;21;3,75;NA;NA;Winkler 2009 1 2 21;669
4;16;jof;Winkler;2009;1;2;total;total;word;low;22;5,25;NA;NA;Winkler 2009 1 2 22;670
4;16;jof;Winkler;2009;1;2;total;total;word;low;23;2,25;NA;NA;Winkler 2009 1 2 23;671
4;16;jof;Winkler;2009;1;2;total;total;word;low;24;3,50;NA;NA;Winkler 2009 1 2 24;672
4;16;jof;Winkler;2009;1;2;total;total;word;low;25;3,75;NA;NA;Winkler 2009 1 2 25;673
4;16;jof;Winkler;2009;1;2;total;total;word;low;26;3,75;NA;NA;Winkler 2009 1 2 26;674
4;16;jof;Winkler;2009;1;2;total;total;word;low;27;4,25;NA;NA;Winkler 2009 1 2 27;675
4;16;jof;Winkler;2009;1;2;total;total;word;low;28;4,00;NA;NA;Winkler 2009 1 2 28;676
4;16;jof;Winkler;2009;1;2;total;total;word;low;29;3,75;NA;NA;Winkler 2009 1 2 29;677
4;16;jof;Winkler;2009;1;2;total;total;word;low;30;3,00;NA;NA;Winkler 2009 1 2 30;679
4;16;jof;Winkler;2009;1;2;total;total;word;low;31;3,25;NA;NA;Winkler 2009 1 2 31;680
4;16;jof;Winkler;2009;1;2;total;total;word;low;32;4,00;NA;NA;Winkler 2009 1 2 32;681
4;16;jof;Winkler;2009;1;2;total;total;word;low;33;3,00;NA;NA;Winkler 2009 1 2 33;682
4;16;jof;Winkler;2009;1;2;total;total;word;low;34;3,50;NA;NA;Winkler 2009 1 2 34;683
4;16;jof;Winkler;2009;1;2;total;total;word;low;35;3,75;NA;NA;Winkler 2009 1 2 35;684
4;16;jof;Winkler;2009;1;2;total;total;word;low;36;3,00;NA;NA;Winkler 2009 1 2 36;685
4;16;jof;Winkler;2009;1;2;total;total;word;low;37;4,75;NA;NA;Winkler 2009 1 2 37;686
4;16;jof;Winkler;2009;1;2;total;total;word;low;38;3,00;NA;NA;Winkler 2009 1 2 38;687
4;16;jof;Winkler;2009;1;2;total;total;word;low;39;4,25;NA;NA;Winkler 2009 1 2 39;688
4;16;jof;Winkler;2009;1;2;total;total;word;low;40;5,25;NA;NA;Winkler 2009 1 2 40;690
4;16;jof;Winkler;2009;1;2;total;total;word;low;41;4,25;NA;NA;Winkler 2009 1 2 41;691
4;16;jof;Winkler;2009;1;2;total;total;word;low;42;2,75;NA;NA;Winkler 2009 1 2 42;692
4;16;jof;Winkler;2009;1;2;total;total;word;high;43;6,00;NA;NA;Winkler 2009 1 2 43;693
4;16;jof;Winkler;2009;1;2;total;total;word;high;44;2,00;NA;NA;Winkler 2009 1 2 44;694
4;16;jof;Winkler;2009;1;2;total;total;word;high;45;7,00;NA;NA;Winkler 2009 1 2 45;695
4;16;jof;Winkler;2009;1;2;total;total;word;high;46;3,00;NA;NA;Winkler 2009 1 2 46;696
4;16;jof;Winkler;2009;1;2;total;total;word;high;47;5,00;NA;NA;Winkler 2009 1 2 47;697
4;16;jof;Winkler;2009;1;2;total;total;word;high;48;5,00;NA;NA;Winkler 2009 1 2 48;698
4;16;jof;Winkler;2009;1;2;total;total;word;high;49;6,00;NA;NA;Winkler 2009 1 2 49;699
4;16;jof;Winkler;2009;1;2;total;total;word;high;50;6,00;NA;NA;Winkler 2009 1 2 50;701
4;16;jof;Winkler;2009;1;2;total;total;word;high;51;3,00;NA;NA;Winkler 2009 1 2 51;702
4;16;jof;Winkler;2009;1;2;total;total;word;high;52;5,00;NA;NA;Winkler 2009 1 2 52;703
4;16;jof;Winkler;2009;1;2;total;total;word;high;53;4,00;NA;NA;Winkler 2009 1 2 53;704
4;16;jof;Winkler;2009;1;2;total;total;word;high;54;4,00;NA;NA;Winkler 2009 1 2 54;705
4;16;jof;Winkler;2009;1;2;total;total;word;high;55;5,00;NA;NA;Winkler 2009 1 2 55;706
4;16;jof;Winkler;2009;1;2;total;total;word;high;56;6,00;NA;NA;Winkler 2009 1 2 56;707
4;16;jof;Winkler;2009;1;2;total;total;word;high;57;6,00;NA;NA;Winkler 2009 1 2 57;708
4;16;jof;Winkler;2009;1;2;total;total;word;high;58;7,00;NA;NA;Winkler 2009 1 2 58;709
4;16;jof;Winkler;2009;1;2;total;total;word;high;59;6,00;NA;NA;Winkler 2009 1 2 59;710
4;16;jof;Winkler;2009;1;2;total;total;word;high;60;5,00;NA;NA;Winkler 2009 1 2 60;712
4;16;jof;Winkler;2009;1;2;total;total;word;high;61;3,00;NA;NA;Winkler 2009 1 2 61;713
4;16;jof;Winkler;2009;1;2;total;total;word;high;62;6,00;NA;NA;Winkler 2009 1 2 62;714
4;16;jof;Winkler;2009;1;2;total;total;word;high;63;5,00;NA;NA;Winkler 2009 1 2 63;715
4;16;jof;Winkler;2009;1;2;total;total;word;high;64;4,00;NA;NA;Winkler 2009 1 2 64;716
4;16;jof;Winkler;2009;1;2;total;total;word;high;65;5,00;NA;NA;Winkler 2009 1 2 65;717
4;16;jof;Winkler;2009;1;2;total;total;word;high;66;4,00;NA;NA;Winkler 2009 1 2 66;718
4;16;jof;Winkler;2009;1;2;total;total;word;high;67;4,00;NA;NA;Winkler 2009 1 2 67;719
4;16;jof;Winkler;2009;1;2;total;total;word;high;68;5,00;NA;NA;Winkler 2009 1 2 68;720
4;16;jof;Winkler;2009;1;2;total;total;word;high;69;4,00;NA;NA;Winkler 2009 1 2 69;721
4;16;jof;Winkler;2009;1;2;total;total;word;high;70;4,00;NA;NA;Winkler 2009 1 2 70;723
4;16;jof;Winkler;2009;1;2;total;total;word;high;71;5,00;NA;NA;Winkler 2009 1 2 71;724
4;16;jof;Winkler;2009;1;2;total;total;word;high;72;7,00;NA;NA;Winkler 2009 1 2 72;725
4;16;jof;Winkler;2009;1;2;total;total;word;high;73;3,00;NA;NA;Winkler 2009 1 2 73;726
4;16;jof;Winkler;2009;1;2;total;total;word;high;74;4,00;NA;NA;Winkler 2009 1 2 74;727
4;16;jof;Winkler;2009;1;2;total;total;word;high;75;4,00;NA;NA;Winkler 2009 1 2 75;728
4;16;jof;Winkler;2009;1;2;total;total;word;high;76;7,00;NA;NA;Winkler 2009 1 2 76;729
4;16;jof;Winkler;2009;1;2;total;total;word;high;77;5,00;NA;NA;Winkler 2009 1 2 77;730
4;16;jof;Winkler;2009;1;2;total;total;word;high;78;5,00;NA;NA;Winkler 2009 1 2 78;731
4;16;jof;Winkler;2009;1;2;total;total;word;high;79;4,00;NA;NA;Winkler 2009 1 2 79;732
4;16;jof;Winkler;2009;1;2;total;total;word;high;80;5,00;NA;NA;Winkler 2009 1 2 80;734
4;16;jof;Winkler;2009;1;2;total;total;word;high;81;7,00;NA;NA;Winkler 2009 1 2 81;735
4;16;jof;Winkler;2009;1;2;total;total;word;high;82;3,00;NA;NA;Winkler 2009 1 2 82;736
4;16;jof;Winkler;2009;1;2;total;total;word;high;83;7,00;NA;NA;Winkler 2009 1 2 83;737
4;16;jof;Winkler;2009;1;2;total;total;word;high;84;8,00;NA;NA;Winkler 2009 1 2 84;738
4;16;jof;Winkler;2009;1;2;total;total;word;high;85;4,00;NA;NA;Winkler 2009 1 2 85;739
4;16;jof;Winkler;2009;1;2;total;total;word;high;86;6,00;NA;NA;Winkler 2009 1 2 86;740
4;16;jof;Winkler;2009;1;2;total;total;word;high;87;4,00;NA;NA;Winkler 2009 1 2 87;741
4;16;jof;Winkler;2009;1;2;total;total;word;high;88;4,00;NA;NA;Winkler 2009 1 2 88;742
4;16;jof;Winkler;2009;1;2;total;total;word;high;89;5,00;NA;NA;Winkler 2009 1 2 89;743
4;16;jof;Winkler;2009;1;2;total;total;word;high;90;7,00;NA;NA;Winkler 2009 1 2 90;745
4;24;jof;Winkler;2009;1;2;total;total;word;low;1;2,75;NA;NA;Winkler 2009 1 2 1;656
4;24;jof;Winkler;2009;1;2;total;total;word;low;2;3,75;NA;NA;Winkler 2009 1 2 2;667
4;24;jof;Winkler;2009;1;2;total;total;word;low;3;2,25;NA;NA;Winkler 2009 1 2 3;678
4;24;jof;Winkler;2009;1;2;total;total;word;low;4;5,75;NA;NA;Winkler 2009 1 2 4;689
4;24;jof;Winkler;2009;1;2;total;total;word;low;5;4,50;NA;NA;Winkler 2009 1 2 5;700
4;24;jof;Winkler;2009;1;2;total;total;word;low;6;3,75;NA;NA;Winkler 2009 1 2 6;711
4;24;jof;Winkler;2009;1;2;total;total;word;low;7;5,00;NA;NA;Winkler 2009 1 2 7;722
4;24;jof;Winkler;2009;1;2;total;total;word;low;8;5,25;NA;NA;Winkler 2009 1 2 8;733
4;24;jof;Winkler;2009;1;2;total;total;word;low;9;5,00;NA;NA;Winkler 2009 1 2 9;744
4;24;jof;Winkler;2009;1;2;total;total;word;low;10;3,50;NA;NA;Winkler 2009 1 2 10;657
4;24;jof;Winkler;2009;1;2;total;total;word;low;11;4,00;NA;NA;Winkler 2009 1 2 11;658
4;24;jof;Winkler;2009;1;2;total;total;word;low;12;4,25;NA;NA;Winkler 2009 1 2 12;659
4;24;jof;Winkler;2009;1;2;total;total;word;low;13;4,50;NA;NA;Winkler 2009 1 2 13;660
4;24;jof;Winkler;2009;1;2;total;total;word;low;14;4,25;NA;NA;Winkler 2009 1 2 14;661
4;24;jof;Winkler;2009;1;2;total;total;word;low;15;4,00;NA;NA;Winkler 2009 1 2 15;662
4;24;jof;Winkler;2009;1;2;total;total;word;low;16;4,50;NA;NA;Winkler 2009 1 2 16;663
4;24;jof;Winkler;2009;1;2;total;total;word;low;17;3,00;NA;NA;Winkler 2009 1 2 17;664
4;24;jof;Winkler;2009;1;2;total;total;word;low;18;4,75;NA;NA;Winkler 2009 1 2 18;665
4;24;jof;Winkler;2009;1;2;total;total;word;low;19;4,25;NA;NA;Winkler 2009 1 2 19;666
4;24;jof;Winkler;2009;1;2;total;total;word;low;20;4,00;NA;NA;Winkler 2009 1 2 20;668
4;24;jof;Winkler;2009;1;2;total;total;word;low;21;2,00;NA;NA;Winkler 2009 1 2 21;669
4;24;jof;Winkler;2009;1;2;total;total;word;low;22;3,00;NA;NA;Winkler 2009 1 2 22;670
4;24;jof;Winkler;2009;1;2;total;total;word;low;23;4,00;NA;NA;Winkler 2009 1 2 23;671
4;24;jof;Winkler;2009;1;2;total;total;word;low;24;3,00;NA;NA;Winkler 2009 1 2 24;672
4;24;jof;Winkler;2009;1;2;total;total;word;low;25;4,25;NA;NA;Winkler 2009 1 2 25;673
4;24;jof;Winkler;2009;1;2;total;total;word;low;26;2,75;NA;NA;Winkler 2009 1 2 26;674
4;24;jof;Winkler;2009;1;2;total;total;word;low;27;3,75;NA;NA;Winkler 2009 1 2 27;675
4;24;jof;Winkler;2009;1;2;total;total;word;low;28;3,50;NA;NA;Winkler 2009 1 2 28;676
4;24;jof;Winkler;2009;1;2;total;total;word;low;29;4,25;NA;NA;Winkler 2009 1 2 29;677
4;24;jof;Winkler;2009;1;2;total;total;word;low;30;4,00;NA;NA;Winkler 2009 1 2 30;679
4;24;jof;Winkler;2009;1;2;total;total;word;low;31;3,50;NA;NA;Winkler 2009 1 2 31;680
4;24;jof;Winkler;2009;1;2;total;total;word;low;32;5,00;NA;NA;Winkler 2009 1 2 32;681
4;24;jof;Winkler;2009;1;2;total;total;word;low;33;3,00;NA;NA;Winkler 2009 1 2 33;682
4;24;jof;Winkler;2009;1;2;total;total;word;low;34;4,00;NA;NA;Winkler 2009 1 2 34;683
4;24;jof;Winkler;2009;1;2;total;total;word;low;35;5,25;NA;NA;Winkler 2009 1 2 35;684
4;24;jof;Winkler;2009;1;2;total;total;word;low;36;4,25;NA;NA;Winkler 2009 1 2 36;685
4;24;jof;Winkler;2009;1;2;total;total;word;low;37;3,50;NA;NA;Winkler 2009 1 2 37;686
4;24;jof;Winkler;2009;1;2;total;total;word;low;38;3,00;NA;NA;Winkler 2009 1 2 38;687
4;24;jof;Winkler;2009;1;2;total;total;word;low;39;4,50;NA;NA;Winkler 2009 1 2 39;688
4;24;jof;Winkler;2009;1;2;total;total;word;low;40;3,25;NA;NA;Winkler 2009 1 2 40;690
4;24;jof;Winkler;2009;1;2;total;total;word;low;41;3,50;NA;NA;Winkler 2009 1 2 41;691
4;24;jof;Winkler;2009;1;2;total;total;word;low;42;2,75;NA;NA;Winkler 2009 1 2 42;692
4;24;jof;Winkler;2009;1;2;total;total;word;high;43;7,00;NA;NA;Winkler 2009 1 2 43;693
4;24;jof;Winkler;2009;1;2;total;total;word;high;44;3,00;NA;NA;Winkler 2009 1 2 44;694
4;24;jof;Winkler;2009;1;2;total;total;word;high;45;8,00;NA;NA;Winkler 2009 1 2 45;695
4;24;jof;Winkler;2009;1;2;total;total;word;high;46;5,00;NA;NA;Winkler 2009 1 2 46;696
4;24;jof;Winkler;2009;1;2;total;total;word;high;47;5,00;NA;NA;Winkler 2009 1 2 47;697
4;24;jof;Winkler;2009;1;2;total;total;word;high;48;5,00;NA;NA;Winkler 2009 1 2 48;698
4;24;jof;Winkler;2009;1;2;total;total;word;high;49;5,00;NA;NA;Winkler 2009 1 2 49;699
4;24;jof;Winkler;2009;1;2;total;total;word;high;50;5,00;NA;NA;Winkler 2009 1 2 50;701
4;24;jof;Winkler;2009;1;2;total;total;word;high;51;6,00;NA;NA;Winkler 2009 1 2 51;702
